athlete_id,age,gender,sport,vo2_max,hrv,lactate_threshold,resting_heart_rate,max_heart_rate,stride_length,cadence,force_application,power_output,endurance_score,efficiency_score,adaptability_score,skiing_potential
ROW_52,30,Male,Rowing,69.17,70.43,64.17,59,193,,81,484.31,292.13,84.61,84.46,72.1,0.71
ROW_53,29,Male,Rowing,46.61,84.28,86.44,52,179,,72,561.71,331.78,66.97,65.58,92.49,0.89
ROW_54,19,Male,Rowing,56.86,57.73,82.49,43,188,,80,300.52,343.71,62.45,77.02,59.67,0.33
ROW_55,18,Male,Rowing,59.41,83.01,82.73,46,175,,80,572.51,312.25,84.46,62.75,70.89,0.86
ROW_56,25,Male,Rowing,48.39,67.07,79.57,41,198,,87,226.12,199.74,98.48,81.05,77.88,0.95
ROW_57,26,Male,Rowing,53.26,74.44,75.21,57,176,,92,517.47,249.28,87.27,72.38,56.3,0.65
ROW_58,25,Male,Rowing,46.81,61.38,64.5,45,184,,88,374.27,167.81,74.57,74.09,79.4,0.77
ROW_59,34,Female,Rowing,79.87,66.1,69.89,55,191,,96,271.16,262.92,80.03,97.13,64.55,0.41
ROW_60,26,Female,Rowing,70.78,55.36,64.11,42,188,,81,231.76,392.58,57.11,85.31,61.48,0.95
ROW_61,23,Male,Rowing,48.06,114.39,81.75,54,183,,85,355.82,310.43,90.66,63.09,57.1,0.67
ROW_62,32,Male,Rowing,45.71,87.13,64.81,59,199,,70,355.73,188.65,80.21,75.2,67.49,0.31
ROW_63,30,Female,Rowing,70.18,77.77,81.06,49,185,,70,291.98,217.14,98.29,73.33,96.45,0.4
ROW_64,29,Male,Rowing,60.37,87.45,80.77,48,183,,93,286.21,166.14,98.97,89.75,51.55,0.62
ROW_65,30,Male,Rowing,72.54,93.98,73.78,50,198,,78,359.81,195.6,67.73,91.67,92.61,0.23
ROW_66,24,Male,Rowing,77.32,114.53,64.06,53,198,,96,364.05,271.96,99.43,64.17,69.87,0.75
ROW_67,31,Male,Rowing,65.98,62.51,69.44,51,194,,73,376.95,236.21,97.84,91.06,78.08,0.22
ROW_68,28,Male,Rowing,51.55,70.69,69.6,46,189,,88,547.5,200.99,81.99,58.98,75.64,0.59
ROW_69,31,Female,Rowing,72.38,118.31,81.01,50,171,,78,444.5,186.65,66.67,88.14,96.29,0.7
ROW_70,34,Male,Rowing,78.45,75.98,63.41,56,178,,96,208.17,314.02,87.67,62.44,88.51,0.86
ROW_71,19,Male,Rowing,65.31,51.58,84.87,48,172,,80,407.64,289.53,63.56,64.9,99.24,0.73
ROW_72,33,Male,Rowing,68.87,60.34,82.83,52,175,,83,504.98,360.66,81.49,92.62,89.72,0.8
ROW_73,27,Female,Rowing,56.81,51.84,65.59,55,174,,85,222.57,195.81,51.23,71.0,64.79,0.91
ROW_74,25,Female,Rowing,58.35,119.29,81.57,42,183,,71,369.04,362.0,81.43,99.53,98.14,0.6
ROW_75,22,Male,Rowing,70.71,69.52,80.06,44,198,,78,380.48,294.48,97.58,57.6,99.18,0.85
ROW_76,24,Male,Rowing,77.47,114.65,82.44,56,184,,89,581.61,216.56,61.76,73.17,56.15,0.23
ROW_77,30,Male,Rowing,67.01,119.71,65.67,40,187,,74,390.27,218.39,88.91,86.62,95.05,0.81
ROW_78,33,Male,Rowing,72.64,91.99,64.73,48,186,,62,499.96,247.6,64.67,50.27,83.21,0.22
ROW_79,22,Female,Rowing,51.01,52.32,67.09,56,178,,72,321.16,265.03,85.39,57.59,96.1,0.93
ROW_80,33,Female,Rowing,52.42,55.71,70.98,52,188,,68,511.72,170.63,85.0,51.02,95.79,0.33
ROW_81,32,Male,Rowing,63.62,83.71,83.81,54,192,,72,329.06,360.5,59.24,99.64,94.57,0.17
ROW_82,26,Male,Rowing,51.18,78.43,82.14,47,194,,75,372.01,180.39,79.86,88.03,94.26,0.15
ROW_83,29,Female,Rowing,67.22,92.43,87.76,47,178,,73,391.79,270.86,92.96,68.68,55.88,0.19
ROW_84,25,Female,Rowing,55.21,80.72,61.76,41,197,,67,570.55,245.74,69.13,57.81,57.18,0.45
ROW_85,30,Male,Rowing,72.7,115.39,60.35,49,185,,78,221.38,278.07,85.51,54.52,55.89,0.52
ROW_86,22,Male,Rowing,73.28,87.43,80.97,44,195,,91,278.75,371.87,83.72,76.6,54.55,0.91
ROW_87,31,Male,Rowing,61.23,98.56,68.38,55,175,,94,482.3,397.27,62.88,98.79,67.66,0.38
ROW_88,33,Female,Rowing,51.33,112.75,70.02,58,177,,82,431.03,155.07,95.93,83.73,84.2,0.22
ROW_89,28,Female,Rowing,67.64,60.28,76.4,40,194,,80,300.61,248.31,78.18,68.26,67.73,0.74
ROW_90,29,Female,Rowing,79.75,66.08,63.07,52,172,,77,315.68,354.4,67.76,75.04,86.02,0.13
ROW_91,32,Female,Rowing,66.79,57.51,79.28,43,191,,73,346.92,231.65,58.22,99.95,91.01,0.89
ROW_92,29,Male,Rowing,46.25,59.77,69.75,46,174,,75,380.14,312.26,73.67,75.94,83.31,0.41
ROW_93,26,Female,Rowing,45.61,85.88,78.98,40,176,,83,527.21,398.06,86.51,98.21,73.26,0.61
ROW_94,18,Female,Rowing,56.21,72.48,85.02,41,192,,91,205.53,311.69,81.18,50.82,64.78,0.19
ROW_95,20,Female,Rowing,51.85,79.62,65.13,55,194,,70,559.21,177.8,86.35,86.05,56.22,0.15
ROW_96,29,Male,Rowing,73.46,118.77,87.93,53,170,,70,365.21,360.73,89.59,81.36,74.68,0.8
ROW_97,30,Female,Rowing,74.57,60.97,75.92,44,191,,63,292.2,391.66,72.05,84.27,85.98,0.43
ROW_98,23,Female,Rowing,54.05,87.86,87.69,53,190,,85,403.37,328.13,76.01,78.53,77.41,0.99
ROW_99,27,Female,Rowing,56.4,56.92,66.23,56,173,,64,463.87,254.77,99.32,52.21,86.07,0.52
ROW_100,27,Male,Rowing,53.27,72.29,78.14,51,195,,95,217.9,387.1,98.4,57.48,66.76,0.85
ROW_101,33,Female,Rowing,76.79,86.93,72.12,59,197,,92,486.31,392.14,70.74,96.11,53.34,0.98
ROW_102,18,Male,Rowing,62.59,116.26,83.23,51,185,,73,504.3,383.78,84.26,61.65,88.55,0.28
ROW_103,33,Male,Rowing,67.96,77.39,78.18,42,196,,91,266.47,252.95,63.38,99.65,60.99,0.8
ROW_104,21,Female,Rowing,59.54,54.54,74.84,41,183,,66,267.15,347.43,57.63,83.98,80.81,0.02
ROW_105,23,Male,Rowing,67.09,77.17,87.39,54,170,,69,281.51,313.54,88.42,72.22,90.21,0.68
ROW_106,19,Female,Rowing,58.5,60.2,71.31,50,173,,61,518.65,194.93,71.81,96.0,56.96,0.75
ROW_107,27,Male,Rowing,56.89,66.1,66.6,49,179,,69,308.8,283.88,58.85,89.75,79.92,0.48
ROW_108,21,Male,Rowing,67.21,93.27,78.24,57,180,,94,518.37,336.92,87.94,71.45,84.47,0.16
ROW_109,18,Female,Rowing,65.69,54.72,78.72,41,176,,80,416.21,373.98,95.76,53.43,87.33,0.62
ROW_110,32,Female,Rowing,55.27,82.53,73.17,46,173,,99,506.87,365.65,96.66,93.42,57.38,0.9
ROW_111,27,Male,Rowing,50.23,92.66,74.6,46,170,,67,421.47,188.66,79.82,88.25,91.26,0.93
ROW_112,33,Male,Rowing,57.9,79.53,88.79,46,195,,77,334.31,272.01,73.98,89.54,54.71,0.75
ROW_113,30,Male,Rowing,59.53,51.34,81.98,53,170,,68,564.29,269.57,57.09,87.24,75.98,0.26
ROW_114,32,Male,Rowing,67.0,118.99,63.32,41,186,,89,486.12,374.68,89.64,63.79,72.17,0.87
ROW_115,19,Female,Rowing,77.01,75.7,66.36,41,196,,63,393.62,150.48,97.27,92.94,61.09,0.89
ROW_116,21,Male,Rowing,46.27,104.5,89.27,54,179,,94,454.97,334.68,94.47,50.11,65.1,0.37
ROW_117,18,Male,Rowing,53.53,72.8,81.79,50,174,,73,446.34,304.66,87.59,61.86,58.22,0.18
ROW_118,24,Female,Rowing,51.78,83.25,87.45,49,176,,73,343.25,380.39,50.23,52.33,71.29,0.87
ROW_119,28,Male,Rowing,62.58,77.19,69.12,42,194,,96,369.51,264.23,70.39,55.53,51.78,0.89
ROW_120,27,Female,Rowing,60.04,73.98,82.26,56,177,,79,327.3,314.42,70.54,76.62,94.45,0.1
ROW_121,18,Female,Rowing,70.52,51.53,81.42,48,171,,88,599.81,393.19,94.72,51.86,58.17,0.97
ROW_122,28,Female,Rowing,53.48,75.2,68.84,54,178,,82,432.03,335.98,53.28,59.07,94.3,0.53
ROW_123,27,Male,Rowing,65.81,112.26,76.52,53,173,,80,236.82,166.85,76.56,61.64,93.18,0.99
ROW_124,31,Female,Rowing,75.94,98.33,78.82,58,181,,90,407.64,191.88,56.81,82.77,72.58,0.45
ROW_125,31,Female,Rowing,76.87,60.18,74.43,56,195,,91,219.98,355.36,83.11,73.44,74.89,0.53
ROW_126,24,Female,Rowing,78.56,91.38,84.82,59,180,,66,315.46,233.7,89.61,72.92,65.1,0.27
ROW_127,28,Male,Rowing,72.06,112.46,84.99,56,174,,72,378.38,326.48,82.1,88.42,99.84,0.9
ROW_128,21,Male,Rowing,76.71,99.0,85.52,55,181,,82,413.71,324.96,89.73,72.84,83.54,0.44
ROW_129,19,Male,Rowing,53.21,60.41,84.1,59,196,,67,590.47,398.43,80.37,67.42,97.59,0.81
ROW_130,24,Male,Rowing,51.92,110.75,74.64,47,190,,71,592.89,267.47,59.49,98.12,70.74,0.08
ROW_131,31,Female,Rowing,45.23,71.11,71.44,46,173,,95,239.23,334.46,69.13,50.41,94.15,0.79
ROW_132,24,Female,Rowing,69.74,81.79,84.94,51,182,,75,415.25,162.19,97.84,65.27,72.41,0.49
ROW_133,29,Female,Rowing,77.81,86.83,74.71,40,191,,85,526.84,265.65,64.41,80.47,93.34,0.01
ROW_134,20,Male,Rowing,51.54,109.54,67.39,51,170,,88,295.09,196.67,53.14,89.14,56.55,0.23
ROW_135,32,Female,Rowing,67.29,115.21,75.22,45,187,,88,500.23,360.14,69.24,90.82,81.84,0.19
ROW_136,22,Male,Rowing,71.13,115.08,64.26,55,173,,65,551.45,359.98,68.32,52.3,83.94,0.75
ROW_137,25,Male,Rowing,77.47,50.56,80.75,57,173,,96,464.99,209.09,73.52,85.46,82.81,0.48
ROW_138,31,Male,Rowing,67.64,114.53,70.08,58,177,,92,331.08,229.57,78.02,86.01,72.35,0.16
ROW_139,21,Female,Rowing,78.96,53.81,67.82,42,194,,90,569.25,325.62,99.62,60.7,84.2,0.26
ROW_140,24,Female,Rowing,57.06,68.6,88.7,42,197,,77,553.41,334.57,87.81,55.64,61.97,0.5
ROW_141,24,Male,Rowing,57.25,86.05,83.31,44,189,,97,486.33,314.41,51.79,87.48,79.79,0.02
ROW_142,31,Female,Rowing,64.01,83.59,83.61,42,175,,90,345.47,399.17,85.64,62.48,77.71,0.42
ROW_143,25,Male,Rowing,58.42,92.33,78.71,58,173,,75,516.76,367.17,91.21,50.08,65.92,0.68
ROW_144,29,Female,Rowing,45.05,83.56,85.18,44,173,,99,326.44,254.26,94.78,61.18,88.94,0.52
ROW_145,27,Male,Rowing,70.61,115.41,82.77,53,197,,96,301.18,231.74,71.2,51.55,54.04,0.6
ROW_146,31,Male,Rowing,71.31,66.84,77.96,55,180,,73,406.01,299.21,65.68,62.46,58.57,0.33
ROW_147,26,Male,Rowing,71.14,69.18,88.83,40,197,,98,598.85,354.41,91.97,66.75,73.56,0.18
ROW_148,23,Female,Rowing,57.08,114.45,65.75,56,178,,63,521.73,268.84,88.88,63.57,94.59,0.81
ROW_149,22,Female,Rowing,63.28,55.37,88.3,50,183,,89,491.92,334.42,76.8,96.0,78.76,0.91
ROW_150,18,Female,Rowing,57.6,92.67,72.04,48,173,,92,380.81,154.79,55.89,61.63,92.1,0.51
ROW_151,18,Female,Rowing,45.56,97.72,75.85,43,182,,95,324.78,381.46,82.59,73.38,75.88,0.31
ROW_152,34,Female,Rowing,64.69,85.39,63.68,41,175,,89,542.36,343.46,53.28,97.87,89.27,0.51
ROW_153,28,Male,Rowing,49.33,98.6,76.2,48,199,,73,427.09,248.55,55.02,93.96,66.29,0.88
ROW_154,29,Female,Rowing,47.8,62.09,78.34,44,182,,82,525.3,246.0,66.56,65.46,90.76,0.69
ROW_155,20,Male,Rowing,71.44,109.68,89.93,43,194,,87,395.1,175.72,68.56,66.32,70.08,0.86
ROW_156,23,Female,Rowing,45.33,59.8,89.26,44,172,,66,501.58,354.04,73.1,79.67,77.94,0.33
ROW_157,28,Female,Rowing,78.57,78.06,88.99,57,192,,69,547.1,342.16,66.96,95.89,58.79,0.71
ROW_158,30,Female,Rowing,63.03,55.27,70.45,52,176,,63,356.56,307.56,51.69,50.5,96.02,0.65
ROW_159,28,Male,Rowing,79.41,88.16,89.74,44,170,,97,205.43,175.36,57.87,69.66,85.07,0.57
ROW_160,25,Female,Rowing,47.03,96.88,73.66,58,180,,72,301.97,215.59,55.76,92.49,92.94,0.53
ROW_161,27,Male,Rowing,65.42,115.89,85.56,42,171,,80,565.97,264.73,71.56,70.52,60.39,0.55
ROW_162,19,Female,Rowing,57.23,101.75,66.49,57,174,,92,475.02,216.49,60.61,86.0,53.38,0.85
ROW_163,31,Male,Rowing,74.52,87.88,75.17,45,193,,99,494.89,258.49,64.68,84.6,66.86,0.92
ROW_164,33,Male,Rowing,57.64,115.28,88.98,45,191,,87,330.12,206.49,73.58,60.27,75.83,0.11
ROW_165,34,Male,Rowing,54.12,83.49,88.41,44,199,,82,480.51,237.4,61.78,72.48,90.12,0.57
ROW_166,28,Male,Rowing,75.01,89.28,80.51,40,183,,91,458.51,313.07,62.3,78.31,69.89,0.92
ROW_167,19,Female,Rowing,58.11,91.73,83.93,47,198,,64,271.35,373.09,91.66,85.77,63.5,0.13
ROW_168,22,Female,Rowing,45.59,78.7,65.29,40,182,,85,587.48,246.26,77.4,91.12,68.63,0.41
ROW_169,33,Male,Rowing,58.66,108.69,81.65,45,185,,98,341.61,322.98,92.84,88.0,85.18,0.09
ROW_170,33,Female,Rowing,67.91,62.96,78.54,59,192,,85,331.71,183.7,75.73,51.42,66.81,0.11
ROW_171,19,Male,Rowing,53.9,88.84,62.75,53,184,,62,347.66,285.2,95.46,83.53,98.96,0.9
ROW_172,33,Female,Rowing,60.12,100.56,63.39,50,172,,83,236.69,380.43,62.74,74.87,58.75,0.45
ROW_173,22,Female,Rowing,46.99,113.28,63.25,41,175,,93,449.99,156.98,80.83,78.69,87.65,0.69
ROW_174,25,Female,Rowing,65.58,111.87,81.73,43,178,,93,295.45,216.89,75.16,68.65,79.46,0.14
ROW_175,31,Male,Rowing,71.47,85.61,64.25,52,172,,79,521.33,183.12,95.93,85.7,61.65,0.02
ROW_176,27,Female,Rowing,59.47,95.02,74.03,46,199,,89,357.66,283.28,70.92,83.69,87.68,0.89
ROW_177,19,Male,Rowing,59.71,77.6,70.71,45,182,,79,383.42,319.91,92.74,78.97,72.38,0.57
ROW_178,20,Female,Rowing,48.09,82.77,76.52,42,198,,77,458.57,164.44,78.2,93.08,84.12,0.02
ROW_179,19,Male,Rowing,52.07,113.44,81.19,48,182,,97,504.75,167.57,85.43,55.1,83.11,0.99
ROW_180,26,Female,Rowing,50.41,115.15,80.54,53,191,,79,292.45,367.41,94.34,65.05,55.53,0.49
ROW_181,19,Male,Rowing,61.86,112.68,75.47,59,176,,65,586.52,264.06,99.85,74.76,92.0,0.48
ROW_182,24,Male,Rowing,63.52,59.69,73.93,50,174,,84,448.93,265.74,86.56,97.93,84.07,0.62
ROW_183,24,Male,Rowing,78.21,109.51,71.93,44,195,,62,202.26,386.15,65.73,53.6,89.03,0.01
ROW_184,31,Female,Rowing,47.56,116.39,85.86,53,198,,78,366.25,230.05,64.95,66.85,72.39,0.57
ROW_185,22,Male,Rowing,66.0,75.29,69.93,58,177,,69,374.73,374.26,65.46,96.29,59.75,0.63
ROW_186,25,Female,Rowing,63.43,86.31,67.78,47,177,,64,523.67,393.56,54.9,94.9,66.31,0.3
ROW_187,23,Male,Rowing,63.07,104.54,82.3,46,191,,81,322.06,210.42,52.68,93.26,95.07,0.73
ROW_188,31,Male,Rowing,75.56,89.35,70.79,46,176,,68,332.49,278.51,79.04,65.42,96.9,0.38
ROW_189,34,Male,Rowing,52.19,119.54,85.41,42,188,,92,228.2,283.59,90.53,92.34,74.09,0.72
ROW_190,26,Female,Rowing,46.43,81.9,69.84,42,198,,74,313.42,366.54,51.81,75.27,64.94,0.14
ROW_191,30,Female,Rowing,68.53,99.98,81.06,57,176,,83,486.78,225.98,78.33,80.99,86.52,0.91
ROW_192,33,Female,Rowing,57.08,105.48,61.35,52,192,,89,453.9,349.51,68.59,61.94,88.3,0.88
ROW_193,27,Female,Rowing,45.62,84.59,71.57,40,173,,95,232.56,392.75,94.62,85.33,90.77,0.15
ROW_194,27,Female,Rowing,53.8,109.99,70.3,44,179,,98,245.88,360.08,57.27,66.38,51.55,0.94
ROW_195,21,Female,Rowing,55.83,88.23,84.5,43,199,,65,350.77,377.29,78.17,67.19,50.49,0.56
ROW_196,29,Female,Rowing,66.59,78.82,89.01,55,182,,74,497.5,327.09,98.55,81.84,67.86,0.7
ROW_197,25,Male,Rowing,51.04,57.55,73.83,54,173,,97,533.17,375.99,67.25,61.99,57.62,0.84
ROW_198,32,Male,Rowing,59.46,77.54,84.75,57,199,,98,205.85,191.21,87.09,61.22,90.25,0.08
ROW_199,32,Female,Rowing,61.89,101.38,80.99,56,188,,81,331.6,328.09,94.12,68.46,76.64,0.17
ROW_200,25,Female,Rowing,61.07,114.49,89.02,53,179,,62,369.7,332.97,59.31,88.9,91.27,0.29
ROW_201,25,Female,Rowing,79.09,67.62,84.33,53,176,,88,564.45,259.8,99.63,61.23,58.85,0.48
ROW_202,26,Female,Rowing,46.59,74.87,62.32,58,174,,88,400.56,169.93,90.47,89.37,81.36,0.35
ROW_203,34,Female,Rowing,78.28,60.78,81.4,45,172,,90,307.88,305.61,56.88,84.78,79.01,0.51
ROW_204,25,Male,Rowing,65.37,98.35,76.06,52,191,,61,356.02,162.97,65.54,83.95,67.02,0.19
ROW_205,29,Female,Rowing,72.85,117.21,60.49,57,197,,94,374.57,245.6,81.25,73.74,75.85,0.68
ROW_206,32,Female,Rowing,60.06,94.87,67.54,54,191,,68,468.0,248.42,94.25,87.29,79.45,0.06
ROW_207,21,Female,Rowing,60.88,93.2,87.65,46,191,,81,216.44,399.73,59.74,50.68,94.47,0.36
ROW_208,23,Male,Rowing,75.78,88.74,87.78,58,171,,78,355.78,224.95,86.56,65.28,52.78,0.18
ROW_209,33,Male,Rowing,76.36,56.19,83.97,56,198,,96,458.62,355.11,63.53,83.96,91.17,0.73
ROW_210,22,Male,Rowing,53.35,101.07,89.45,48,180,,69,313.33,163.29,90.27,99.36,99.01,0.88
ROW_211,30,Male,Rowing,51.97,92.14,84.2,50,179,,80,436.7,282.44,84.17,50.13,86.59,0.08
ROW_212,32,Female,Rowing,62.37,96.3,60.31,44,197,,76,342.91,284.17,76.15,75.5,86.87,0.79
ROW_213,34,Male,Rowing,76.51,112.92,68.64,41,192,,62,503.49,307.19,82.49,96.19,60.9,0.9
ROW_214,22,Male,Rowing,56.28,104.88,60.92,54,182,,66,224.24,352.5,93.82,93.18,76.15,0.97
ROW_215,24,Male,Rowing,67.82,104.66,62.82,51,176,,96,567.18,340.48,69.32,51.16,85.3,0.58
ROW_216,20,Male,Rowing,69.79,114.9,66.57,49,179,,95,268.65,340.25,88.46,76.48,80.11,0.33
ROW_217,30,Male,Rowing,72.25,119.3,75.11,49,197,,62,263.42,258.07,57.95,50.21,69.26,0.32
ROW_218,31,Female,Rowing,64.74,90.69,85.43,59,173,,72,536.26,331.87,85.06,89.48,97.01,0.38
ROW_219,33,Male,Rowing,59.09,57.62,85.86,50,196,,89,547.71,272.83,87.53,65.44,75.7,0.61
ROW_220,30,Male,Rowing,78.85,82.14,78.49,49,191,,82,237.19,166.74,72.15,88.28,98.49,0.49
ROW_221,19,Male,Rowing,66.4,105.13,87.85,46,189,,66,563.49,372.55,89.68,97.24,78.19,0.65
ROW_222,31,Female,Rowing,70.5,51.94,75.0,53,185,,89,309.32,372.54,77.86,98.8,89.67,0.04
ROW_223,24,Female,Rowing,57.07,53.98,86.67,52,189,,88,447.45,230.72,96.81,94.71,87.1,0.11
ROW_224,22,Female,Rowing,68.45,54.7,73.62,44,175,,67,227.44,378.48,55.62,60.21,83.04,0.98
ROW_225,31,Female,Rowing,54.02,101.17,68.32,58,178,,69,352.26,339.5,56.54,59.73,50.72,1.0
ROW_226,26,Female,Rowing,53.58,85.08,87.49,49,197,,92,380.29,250.2,92.12,81.29,53.87,0.75
ROW_227,27,Female,Rowing,70.02,75.82,71.64,47,182,,79,439.93,232.88,92.12,77.2,79.07,0.26
ROW_228,24,Female,Rowing,63.25,57.39,75.1,57,176,,88,410.11,393.79,73.56,50.48,95.59,0.95
ROW_229,31,Female,Rowing,68.91,101.26,69.87,40,187,,88,384.6,328.16,98.2,69.59,80.06,0.21
ROW_230,31,Male,Rowing,54.43,72.47,79.89,44,183,,80,583.86,244.7,83.97,95.33,61.8,0.73
ROW_231,19,Male,Rowing,65.96,68.57,89.85,50,191,,60,274.01,310.5,99.14,94.92,66.01,0.12
ROW_232,34,Female,Rowing,60.54,95.66,60.77,59,199,,93,263.2,292.88,76.62,60.2,81.16,0.65
ROW_233,21,Male,Rowing,65.89,89.13,87.0,50,174,,91,485.37,281.14,60.08,69.1,79.85,0.76
ROW_234,30,Female,Rowing,55.18,75.37,60.12,55,191,,73,229.82,311.18,72.22,78.02,97.79,0.86
